genre,fname
pop,audio/gtzan/genres_original/pop/pop.00057.wav
pop,audio/gtzan/genres_original/pop/pop.00069.wav
pop,audio/gtzan/genres_original/pop/pop.00041.wav
pop,audio/gtzan/genres_original/pop/pop.00055.wav
pop,audio/gtzan/genres_original/pop/pop.00082.wav
pop,audio/gtzan/genres_original/pop/pop.00096.wav
pop,audio/gtzan/genres_original/pop/pop.00097.wav
pop,audio/gtzan/genres_original/pop/pop.00083.wav
pop,audio/gtzan/genres_original/pop/pop.00054.wav
pop,audio/gtzan/genres_original/pop/pop.00040.wav
pop,audio/gtzan/genres_original/pop/pop.00068.wav
pop,audio/gtzan/genres_original/pop/pop.00065.wav
pop,audio/gtzan/genres_original/pop/pop.00071.wav
pop,audio/gtzan/genres_original/pop/pop.00059.wav
pop,audio/gtzan/genres_original/pop/pop.00058.wav
pop,audio/gtzan/genres_original/pop/pop.00070.wav
pop,audio/gtzan/genres_original/pop/pop.00064.wav
pop,audio/gtzan/genres_original/pop/pop.00072.wav
pop,audio/gtzan/genres_original/pop/pop.00066.wav
pop,audio/gtzan/genres_original/pop/pop.00099.wav
pop,audio/gtzan/genres_original/pop/pop.00098.wav
pop,audio/gtzan/genres_original/pop/pop.00067.wav
pop,audio/gtzan/genres_original/pop/pop.00073.wav
pop,audio/gtzan/genres_original/pop/pop.00077.wav
pop,audio/gtzan/genres_original/pop/pop.00063.wav
pop,audio/gtzan/genres_original/pop/pop.00088.wav
pop,audio/gtzan/genres_original/pop/pop.00089.wav
pop,audio/gtzan/genres_original/pop/pop.00062.wav
pop,audio/gtzan/genres_original/pop/pop.00076.wav
pop,audio/gtzan/genres_original/pop/pop.00048.wav
pop,audio/gtzan/genres_original/pop/pop.00060.wav
pop,audio/gtzan/genres_original/pop/pop.00074.wav
pop,audio/gtzan/genres_original/pop/pop.00075.wav
pop,audio/gtzan/genres_original/pop/pop.00061.wav
pop,audio/gtzan/genres_original/pop/pop.00049.wav
pop,audio/gtzan/genres_original/pop/pop.00006.wav
pop,audio/gtzan/genres_original/pop/pop.00012.wav
pop,audio/gtzan/genres_original/pop/pop.00013.wav
pop,audio/gtzan/genres_original/pop/pop.00007.wav
pop,audio/gtzan/genres_original/pop/pop.00011.wav
pop,audio/gtzan/genres_original/pop/pop.00005.wav
pop,audio/gtzan/genres_original/pop/pop.00039.wav
pop,audio/gtzan/genres_original/pop/pop.00038.wav
pop,audio/gtzan/genres_original/pop/pop.00004.wav
pop,audio/gtzan/genres_original/pop/pop.00010.wav
pop,audio/gtzan/genres_original/pop/pop.00028.wav
pop,audio/gtzan/genres_original/pop/pop.00014.wav
pop,audio/gtzan/genres_original/pop/pop.00000.wav
pop,audio/gtzan/genres_original/pop/pop.00001.wav
pop,audio/gtzan/genres_original/pop/pop.00015.wav
pop,audio/gtzan/genres_original/pop/pop.00029.wav
pop,audio/gtzan/genres_original/pop/pop.00003.wav
pop,audio/gtzan/genres_original/pop/pop.00017.wav
pop,audio/gtzan/genres_original/pop/pop.00016.wav
pop,audio/gtzan/genres_original/pop/pop.00002.wav
metal,audio/gtzan/genres_original/metal/metal.00022.wav
metal,audio/gtzan/genres_original/metal/metal.00036.wav
metal,audio/gtzan/genres_original/metal/metal.00037.wav
metal,audio/gtzan/genres_original/metal/metal.00023.wav
metal,audio/gtzan/genres_original/metal/metal.00009.wav
metal,audio/gtzan/genres_original/metal/metal.00035.wav
metal,audio/gtzan/genres_original/metal/metal.00021.wav
metal,audio/gtzan/genres_original/metal/metal.00020.wav
metal,audio/gtzan/genres_original/metal/metal.00034.wav
metal,audio/gtzan/genres_original/metal/metal.00008.wav
metal,audio/gtzan/genres_original/metal/metal.00030.wav
metal,audio/gtzan/genres_original/metal/metal.00024.wav
metal,audio/gtzan/genres_original/metal/metal.00018.wav
metal,audio/gtzan/genres_original/metal/metal.00019.wav
metal,audio/gtzan/genres_original/metal/metal.00025.wav
metal,audio/gtzan/genres_original/metal/metal.00031.wav
metal,audio/gtzan/genres_original/metal/metal.00027.wav
metal,audio/gtzan/genres_original/metal/metal.00033.wav
metal,audio/gtzan/genres_original/metal/metal.00032.wav
metal,audio/gtzan/genres_original/metal/metal.00026.wav
metal,audio/gtzan/genres_original/metal/metal.00082.wav
metal,audio/gtzan/genres_original/metal/metal.00096.wav
metal,audio/gtzan/genres_original/metal/metal.00069.wav
metal,audio/gtzan/genres_original/metal/metal.00041.wav
metal,audio/gtzan/genres_original/metal/metal.00055.wav
metal,audio/gtzan/genres_original/metal/metal.00054.wav
metal,audio/gtzan/genres_original/metal/metal.00040.wav
metal,audio/gtzan/genres_original/metal/metal.00068.wav
metal,audio/gtzan/genres_original/metal/metal.00097.wav
metal,audio/gtzan/genres_original/metal/metal.00083.wav
metal,audio/gtzan/genres_original/metal/metal.00095.wav
metal,audio/gtzan/genres_original/metal/metal.00081.wav
metal,audio/gtzan/genres_original/metal/metal.00056.wav
metal,audio/gtzan/genres_original/metal/metal.00042.wav
metal,audio/gtzan/genres_original/metal/metal.00043.wav
metal,audio/gtzan/genres_original/metal/metal.00057.wav
metal,audio/gtzan/genres_original/metal/metal.00080.wav
metal,audio/gtzan/genres_original/metal/metal.00094.wav
metal,audio/gtzan/genres_original/metal/metal.00090.wav
metal,audio/gtzan/genres_original/metal/metal.00084.wav
metal,audio/gtzan/genres_original/metal/metal.00053.wav
metal,audio/gtzan/genres_original/metal/metal.00047.wav
metal,audio/gtzan/genres_original/metal/metal.00046.wav
metal,audio/gtzan/genres_original/metal/metal.00052.wav
metal,audio/gtzan/genres_original/metal/metal.00085.wav
metal,audio/gtzan/genres_original/metal/metal.00091.wav
metal,audio/gtzan/genres_original/metal/metal.00087.wav
metal,audio/gtzan/genres_original/metal/metal.00093.wav
metal,audio/gtzan/genres_original/metal/metal.00044.wav
metal,audio/gtzan/genres_original/metal/metal.00050.wav
metal,audio/gtzan/genres_original/metal/metal.00078.wav
metal,audio/gtzan/genres_original/metal/metal.00079.wav
metal,audio/gtzan/genres_original/metal/metal.00051.wav
metal,audio/gtzan/genres_original/metal/metal.00045.wav
metal,audio/gtzan/genres_original/metal/metal.00092.wav
metal,audio/gtzan/genres_original/metal/metal.00086.wav
metal,audio/gtzan/genres_original/metal/metal.00048.wav
metal,audio/gtzan/genres_original/metal/metal.00060.wav
metal,audio/gtzan/genres_original/metal/metal.00074.wav
metal,audio/gtzan/genres_original/metal/metal.00075.wav
metal,audio/gtzan/genres_original/metal/metal.00061.wav
metal,audio/gtzan/genres_original/metal/metal.00049.wav
metal,audio/gtzan/genres_original/metal/metal.00088.wav
metal,audio/gtzan/genres_original/metal/metal.00077.wav
metal,audio/gtzan/genres_original/metal/metal.00063.wav
metal,audio/gtzan/genres_original/metal/metal.00062.wav
metal,audio/gtzan/genres_original/metal/metal.00076.wav
metal,audio/gtzan/genres_original/metal/metal.00089.wav
metal,audio/gtzan/genres_original/metal/metal.00099.wav
metal,audio/gtzan/genres_original/metal/metal.00072.wav
metal,audio/gtzan/genres_original/metal/metal.00066.wav
metal,audio/gtzan/genres_original/metal/metal.00067.wav
metal,audio/gtzan/genres_original/metal/metal.00073.wav
metal,audio/gtzan/genres_original/metal/metal.00098.wav
metal,audio/gtzan/genres_original/metal/metal.00065.wav
metal,audio/gtzan/genres_original/metal/metal.00071.wav
metal,audio/gtzan/genres_original/metal/metal.00059.wav
metal,audio/gtzan/genres_original/metal/metal.00058.wav
metal,audio/gtzan/genres_original/metal/metal.00070.wav
metal,audio/gtzan/genres_original/metal/metal.00064.wav
metal,audio/gtzan/genres_original/metal/metal.00003.wav
metal,audio/gtzan/genres_original/metal/metal.00017.wav
metal,audio/gtzan/genres_original/metal/metal.00016.wav
metal,audio/gtzan/genres_original/metal/metal.00002.wav
metal,audio/gtzan/genres_original/metal/metal.00028.wav
metal,audio/gtzan/genres_original/metal/metal.00014.wav
metal,audio/gtzan/genres_original/metal/metal.00000.wav
metal,audio/gtzan/genres_original/metal/metal.00001.wav
metal,audio/gtzan/genres_original/metal/metal.00015.wav
metal,audio/gtzan/genres_original/metal/metal.00029.wav
metal,audio/gtzan/genres_original/metal/metal.00011.wav
metal,audio/gtzan/genres_original/metal/metal.00005.wav
metal,audio/gtzan/genres_original/metal/metal.00039.wav
metal,audio/gtzan/genres_original/metal/metal.00038.wav
metal,audio/gtzan/genres_original/metal/metal.00004.wav
metal,audio/gtzan/genres_original/metal/metal.00010.wav
metal,audio/gtzan/genres_original/metal/metal.00006.wav
metal,audio/gtzan/genres_original/metal/metal.00012.wav
metal,audio/gtzan/genres_original/metal/metal.00013.wav
metal,audio/gtzan/genres_original/metal/metal.00007.wav
disco,audio/gtzan/genres_original/disco/disco.00052.wav
disco,audio/gtzan/genres_original/disco/disco.00046.wav
disco,audio/gtzan/genres_original/disco/disco.00091.wav
disco,audio/gtzan/genres_original/disco/disco.00085.wav
disco,audio/gtzan/genres_original/disco/disco.00084.wav
disco,audio/gtzan/genres_original/disco/disco.00090.wav
disco,audio/gtzan/genres_original/disco/disco.00047.wav
disco,audio/gtzan/genres_original/disco/disco.00053.wav
disco,audio/gtzan/genres_original/disco/disco.00045.wav
disco,audio/gtzan/genres_original/disco/disco.00051.wav
disco,audio/gtzan/genres_original/disco/disco.00079.wav
disco,audio/gtzan/genres_original/disco/disco.00086.wav
disco,audio/gtzan/genres_original/disco/disco.00092.wav
disco,audio/gtzan/genres_original/disco/disco.00093.wav
disco,audio/gtzan/genres_original/disco/disco.00087.wav
disco,audio/gtzan/genres_original/disco/disco.00078.wav
disco,audio/gtzan/genres_original/disco/disco.00050.wav
disco,audio/gtzan/genres_original/disco/disco.00044.wav
disco,audio/gtzan/genres_original/disco/disco.00068.wav
disco,audio/gtzan/genres_original/disco/disco.00040.wav
disco,audio/gtzan/genres_original/disco/disco.00054.wav
disco,audio/gtzan/genres_original/disco/disco.00083.wav
disco,audio/gtzan/genres_original/disco/disco.00097.wav
disco,audio/gtzan/genres_original/disco/disco.00096.wav
disco,audio/gtzan/genres_original/disco/disco.00082.wav
disco,audio/gtzan/genres_original/disco/disco.00055.wav
disco,audio/gtzan/genres_original/disco/disco.00041.wav
disco,audio/gtzan/genres_original/disco/disco.00069.wav
disco,audio/gtzan/genres_original/disco/disco.00057.wav
disco,audio/gtzan/genres_original/disco/disco.00043.wav
disco,audio/gtzan/genres_original/disco/disco.00094.wav
disco,audio/gtzan/genres_original/disco/disco.00080.wav
disco,audio/gtzan/genres_original/disco/disco.00081.wav
disco,audio/gtzan/genres_original/disco/disco.00095.wav
disco,audio/gtzan/genres_original/disco/disco.00042.wav
disco,audio/gtzan/genres_original/disco/disco.00056.wav
disco,audio/gtzan/genres_original/disco/disco.00031.wav
disco,audio/gtzan/genres_original/disco/disco.00025.wav
disco,audio/gtzan/genres_original/disco/disco.00019.wav
disco,audio/gtzan/genres_original/disco/disco.00018.wav
disco,audio/gtzan/genres_original/disco/disco.00024.wav
disco,audio/gtzan/genres_original/disco/disco.00030.wav
disco,audio/gtzan/genres_original/disco/disco.00026.wav
disco,audio/gtzan/genres_original/disco/disco.00032.wav
disco,audio/gtzan/genres_original/disco/disco.00033.wav
disco,audio/gtzan/genres_original/disco/disco.00027.wav
disco,audio/gtzan/genres_original/disco/disco.00023.wav
disco,audio/gtzan/genres_original/disco/disco.00037.wav
disco,audio/gtzan/genres_original/disco/disco.00036.wav
disco,audio/gtzan/genres_original/disco/disco.00022.wav
disco,audio/gtzan/genres_original/disco/disco.00008.wav
disco,audio/gtzan/genres_original/disco/disco.00034.wav
disco,audio/gtzan/genres_original/disco/disco.00020.wav
disco,audio/gtzan/genres_original/disco/disco.00021.wav
disco,audio/gtzan/genres_original/disco/disco.00035.wav
disco,audio/gtzan/genres_original/disco/disco.00009.wav
disco,audio/gtzan/genres_original/disco/disco.00010.wav
disco,audio/gtzan/genres_original/disco/disco.00004.wav
disco,audio/gtzan/genres_original/disco/disco.00038.wav
disco,audio/gtzan/genres_original/disco/disco.00039.wav
disco,audio/gtzan/genres_original/disco/disco.00005.wav
disco,audio/gtzan/genres_original/disco/disco.00011.wav
disco,audio/gtzan/genres_original/disco/disco.00007.wav
disco,audio/gtzan/genres_original/disco/disco.00013.wav
disco,audio/gtzan/genres_original/disco/disco.00012.wav
disco,audio/gtzan/genres_original/disco/disco.00006.wav
disco,audio/gtzan/genres_original/disco/disco.00002.wav
disco,audio/gtzan/genres_original/disco/disco.00016.wav
disco,audio/gtzan/genres_original/disco/disco.00017.wav
disco,audio/gtzan/genres_original/disco/disco.00003.wav
disco,audio/gtzan/genres_original/disco/disco.00029.wav
disco,audio/gtzan/genres_original/disco/disco.00015.wav
disco,audio/gtzan/genres_original/disco/disco.00001.wav
disco,audio/gtzan/genres_original/disco/disco.00000.wav
disco,audio/gtzan/genres_original/disco/disco.00014.wav
disco,audio/gtzan/genres_original/disco/disco.00028.wav
disco,audio/gtzan/genres_original/disco/disco.00073.wav
disco,audio/gtzan/genres_original/disco/disco.00067.wav
disco,audio/gtzan/genres_original/disco/disco.00098.wav
disco,audio/gtzan/genres_original/disco/disco.00099.wav
disco,audio/gtzan/genres_original/disco/disco.00066.wav
disco,audio/gtzan/genres_original/disco/disco.00072.wav
disco,audio/gtzan/genres_original/disco/disco.00064.wav
disco,audio/gtzan/genres_original/disco/disco.00070.wav
disco,audio/gtzan/genres_original/disco/disco.00058.wav
disco,audio/gtzan/genres_original/disco/disco.00059.wav
disco,audio/gtzan/genres_original/disco/disco.00071.wav
disco,audio/gtzan/genres_original/disco/disco.00065.wav
disco,audio/gtzan/genres_original/disco/disco.00049.wav
disco,audio/gtzan/genres_original/disco/disco.00061.wav
disco,audio/gtzan/genres_original/disco/disco.00075.wav
disco,audio/gtzan/genres_original/disco/disco.00074.wav
disco,audio/gtzan/genres_original/disco/disco.00060.wav
disco,audio/gtzan/genres_original/disco/disco.00048.wav
disco,audio/gtzan/genres_original/disco/disco.00076.wav
disco,audio/gtzan/genres_original/disco/disco.00062.wav
disco,audio/gtzan/genres_original/disco/disco.00089.wav
disco,audio/gtzan/genres_original/disco/disco.00088.wav
disco,audio/gtzan/genres_original/disco/disco.00063.wav
disco,audio/gtzan/genres_original/disco/disco.00077.wav
blues,audio/gtzan/genres_original/blues/blues.00093.wav
blues,audio/gtzan/genres_original/blues/blues.00087.wav
blues,audio/gtzan/genres_original/blues/blues.00050.wav
blues,audio/gtzan/genres_original/blues/blues.00044.wav
blues,audio/gtzan/genres_original/blues/blues.00078.wav
blues,audio/gtzan/genres_original/blues/blues.00079.wav
blues,audio/gtzan/genres_original/blues/blues.00045.wav
blues,audio/gtzan/genres_original/blues/blues.00051.wav
blues,audio/gtzan/genres_original/blues/blues.00086.wav
blues,audio/gtzan/genres_original/blues/blues.00092.wav
blues,audio/gtzan/genres_original/blues/blues.00084.wav
blues,audio/gtzan/genres_original/blues/blues.00090.wav
blues,audio/gtzan/genres_original/blues/blues.00047.wav
blues,audio/gtzan/genres_original/blues/blues.00053.wav
blues,audio/gtzan/genres_original/blues/blues.00052.wav
blues,audio/gtzan/genres_original/blues/blues.00046.wav
blues,audio/gtzan/genres_original/blues/blues.00091.wav
blues,audio/gtzan/genres_original/blues/blues.00085.wav
blues,audio/gtzan/genres_original/blues/blues.00081.wav
blues,audio/gtzan/genres_original/blues/blues.00095.wav
blues,audio/gtzan/genres_original/blues/blues.00042.wav
blues,audio/gtzan/genres_original/blues/blues.00056.wav
blues,audio/gtzan/genres_original/blues/blues.00057.wav
blues,audio/gtzan/genres_original/blues/blues.00043.wav
blues,audio/gtzan/genres_original/blues/blues.00094.wav
blues,audio/gtzan/genres_original/blues/blues.00080.wav
blues,audio/gtzan/genres_original/blues/blues.00096.wav
blues,audio/gtzan/genres_original/blues/blues.00082.wav
blues,audio/gtzan/genres_original/blues/blues.00069.wav
blues,audio/gtzan/genres_original/blues/blues.00055.wav
blues,audio/gtzan/genres_original/blues/blues.00041.wav
blues,audio/gtzan/genres_original/blues/blues.00040.wav
blues,audio/gtzan/genres_original/blues/blues.00054.wav
blues,audio/gtzan/genres_original/blues/blues.00068.wav
blues,audio/gtzan/genres_original/blues/blues.00083.wav
blues,audio/gtzan/genres_original/blues/blues.00097.wav
blues,audio/gtzan/genres_original/blues/blues.00033.wav
blues,audio/gtzan/genres_original/blues/blues.00027.wav
blues,audio/gtzan/genres_original/blues/blues.00026.wav
blues,audio/gtzan/genres_original/blues/blues.00032.wav
blues,audio/gtzan/genres_original/blues/blues.00024.wav
blues,audio/gtzan/genres_original/blues/blues.00030.wav
blues,audio/gtzan/genres_original/blues/blues.00018.wav
blues,audio/gtzan/genres_original/blues/blues.00019.wav
blues,audio/gtzan/genres_original/blues/blues.00031.wav
blues,audio/gtzan/genres_original/blues/blues.00025.wav
blues,audio/gtzan/genres_original/blues/blues.00009.wav
blues,audio/gtzan/genres_original/blues/blues.00021.wav
blues,audio/gtzan/genres_original/blues/blues.00035.wav
blues,audio/gtzan/genres_original/blues/blues.00034.wav
blues,audio/gtzan/genres_original/blues/blues.00020.wav
blues,audio/gtzan/genres_original/blues/blues.00008.wav
blues,audio/gtzan/genres_original/blues/blues.00036.wav
blues,audio/gtzan/genres_original/blues/blues.00022.wav
blues,audio/gtzan/genres_original/blues/blues.00023.wav
blues,audio/gtzan/genres_original/blues/blues.00037.wav
blues,audio/gtzan/genres_original/blues/blues.00012.wav
blues,audio/gtzan/genres_original/blues/blues.00006.wav
blues,audio/gtzan/genres_original/blues/blues.00007.wav
blues,audio/gtzan/genres_original/blues/blues.00013.wav
blues,audio/gtzan/genres_original/blues/blues.00005.wav
blues,audio/gtzan/genres_original/blues/blues.00011.wav
blues,audio/gtzan/genres_original/blues/blues.00039.wav
blues,audio/gtzan/genres_original/blues/blues.00038.wav
blues,audio/gtzan/genres_original/blues/blues.00010.wav
blues,audio/gtzan/genres_original/blues/blues.00004.wav
blues,audio/gtzan/genres_original/blues/blues.00028.wav
blues,audio/gtzan/genres_original/blues/blues.00000.wav
blues,audio/gtzan/genres_original/blues/blues.00014.wav
blues,audio/gtzan/genres_original/blues/blues.00015.wav
blues,audio/gtzan/genres_original/blues/blues.00001.wav
blues,audio/gtzan/genres_original/blues/blues.00029.wav
blues,audio/gtzan/genres_original/blues/blues.00017.wav
blues,audio/gtzan/genres_original/blues/blues.00003.wav
blues,audio/gtzan/genres_original/blues/blues.00002.wav
blues,audio/gtzan/genres_original/blues/blues.00016.wav
blues,audio/gtzan/genres_original/blues/blues.00071.wav
blues,audio/gtzan/genres_original/blues/blues.00065.wav
blues,audio/gtzan/genres_original/blues/blues.00059.wav
blues,audio/gtzan/genres_original/blues/blues.00058.wav
blues,audio/gtzan/genres_original/blues/blues.00064.wav
blues,audio/gtzan/genres_original/blues/blues.00070.wav
blues,audio/gtzan/genres_original/blues/blues.00099.wav
blues,audio/gtzan/genres_original/blues/blues.00066.wav
blues,audio/gtzan/genres_original/blues/blues.00072.wav
blues,audio/gtzan/genres_original/blues/blues.00073.wav
blues,audio/gtzan/genres_original/blues/blues.00067.wav
blues,audio/gtzan/genres_original/blues/blues.00098.wav
blues,audio/gtzan/genres_original/blues/blues.00088.wav
blues,audio/gtzan/genres_original/blues/blues.00063.wav
blues,audio/gtzan/genres_original/blues/blues.00077.wav
blues,audio/gtzan/genres_original/blues/blues.00076.wav
blues,audio/gtzan/genres_original/blues/blues.00062.wav
blues,audio/gtzan/genres_original/blues/blues.00089.wav
blues,audio/gtzan/genres_original/blues/blues.00048.wav
blues,audio/gtzan/genres_original/blues/blues.00074.wav
blues,audio/gtzan/genres_original/blues/blues.00060.wav
blues,audio/gtzan/genres_original/blues/blues.00061.wav
blues,audio/gtzan/genres_original/blues/blues.00075.wav
blues,audio/gtzan/genres_original/blues/blues.00049.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00080.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00094.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00043.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00057.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00056.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00042.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00095.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00081.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00097.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00083.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00054.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00040.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00068.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00069.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00041.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00055.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00082.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00096.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00092.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00086.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00079.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00051.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00045.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00044.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00050.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00078.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00087.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00093.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00085.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00091.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00046.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00052.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00053.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00047.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00090.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00084.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00020.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00034.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00008.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00009.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00035.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00021.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00037.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00023.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00022.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00036.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00032.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00026.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00027.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00033.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00019.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00025.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00031.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00030.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00024.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00018.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00001.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00015.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00029.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00028.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00014.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00000.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00016.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00002.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00003.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00017.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00013.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00007.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00006.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00012.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00038.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00004.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00010.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00011.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00005.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00039.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00089.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00062.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00076.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00077.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00063.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00088.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00075.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00061.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00049.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00048.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00060.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00074.wav
reggae,audio/gtzan/genres_original/reggae/reggae.00058.wav
